RecordingTime [ms],Time of Day [h:m:s:ms],Category Binocular,Index Binocular,Point of Regard Binocular X [px],Point of Regard Binocular Y [px],AOI Name Binocular
6771,01:35:50:444,Visual Intake,1302,268.1,233.7,Spool 3
6787.4,01:35:50:460,Visual Intake,1302,268.1,233.7,Spool 3
6803.8,01:35:50:477,Visual Intake,1302,268.1,233.7,Spool 3
6820.4,01:35:50:493,Visual Intake,1302,268.1,233.7,Spool 3
6836.8,01:35:50:510,Visual Intake,1302,268.1,233.7,Spool 3
6853.6,01:35:50:527,Visual Intake,1302,268.1,233.7,Spool 3
6870.6,01:35:50:544,Visual Intake,1302,268.1,233.7,Spool 3
6886.5,01:35:50:560,Visual Intake,1302,268.1,233.7,Spool 3
6903.6,01:35:50:577,Visual Intake,1302,268.1,233.7,Spool 3
6920,01:35:50:593,Saccade,15,268.1,233.7,Spool 3
6936.9,01:35:50:610,-,-,0.0,0.0,-
6953.3,01:35:50:626,Visual Intake,1303,207.7,314.3,Spool 3
6969.6,01:35:50:643,Visual Intake,1303,207.7,314.3,Spool 3
6986.4,01:35:50:659,Visual Intake,1303,207.7,314.3,Spool 3
7002.9,01:35:50:676,Visual Intake,1303,207.7,314.3,Spool 3
7019.9,01:35:50:693,Visual Intake,1303,207.7,314.3,Spool 3
7036.1,01:35:50:709,Visual Intake,1303,207.7,314.3,Spool 3
7052.6,01:35:50:726,Visual Intake,1303,207.7,314.3,Spool 3
7069.5,01:35:50:742,Visual Intake,1303,207.7,314.3,Spool 3
7085.7,01:35:50:759,Saccade,16,207.7,314.3,Spool 3
7103,01:35:50:776,-,-,0.0,0.0,-
7119.5,01:35:50:792,-,-,0.0,0.0,-
7135.5,01:35:50:808,-,-,0.0,0.0,-
7152.4,01:35:50:825,-,-,0.0,0.0,-
7168.9,01:35:50:842,-,-,0.0,0.0,-
7185.4,01:35:50:858,-,-,0.0,0.0,-
7202.1,01:35:50:875,-,-,0.0,0.0,-
7218.6,01:35:50:892,Visual Intake,1304,46.4,534.2,Spool 3
7235.4,01:35:50:908,Visual Intake,1304,46.4,534.2,Spool 3
7252,01:35:50:925,Visual Intake,1304,46.4,534.2,Spool 3
7268.9,01:35:50:942,Visual Intake,1304,46.4,534.2,Spool 3
7285.1,01:35:50:958,Visual Intake,1304,46.4,534.2,Spool 3
7301.4,01:35:50:974,Visual Intake,1304,46.4,534.2,Spool 3
7318,01:35:50:991,Visual Intake,1304,46.4,534.2,Spool 3
7334.8,01:35:51:008,Visual Intake,1304,46.4,534.2,Spool 3
7351.8,01:35:51:025,Visual Intake,1304,46.4,534.2,Spool 3
7368.2,01:35:51:041,Visual Intake,1304,46.4,534.2,Spool 3
7384.8,01:35:51:058,Visual Intake,1304,46.4,534.2,Spool 3
7401.4,01:35:51:074,Visual Intake,1304,46.4,534.2,Spool 3
7417.7,01:35:51:091,Saccade,17,46.4,534.2,Spool 3
7434.5,01:35:51:108,-,-,0.0,0.0,-
7451.3,01:35:51:124,-,-,0.0,0.0,-
7467.4,01:35:51:140,-,-,0.0,0.0,-
7484.5,01:35:51:157,Visual Intake,1305,156.9,504.8,Spool 3
7500.7,01:35:51:174,Visual Intake,1305,156.9,504.8,Spool 3
7517.2,01:35:51:190,Visual Intake,1305,156.9,504.8,Spool 3
7534.4,01:35:51:207,Visual Intake,1305,156.9,504.8,Spool 3
7550.4,01:35:51:223,Visual Intake,1305,156.9,504.8,Spool 3
7567.8,01:35:51:241,Visual Intake,1305,156.9,504.8,Spool 3
7583.7,01:35:51:257,Visual Intake,1305,156.9,504.8,Spool 3
7600.7,01:35:51:274,Visual Intake,1305,156.9,504.8,Spool 3
7617.3,01:35:51:290,Visual Intake,1305,156.9,504.8,Spool 3
7633.7,01:35:51:307,Visual Intake,1305,156.9,504.8,Spool 3
7650.1,01:35:51:323,Saccade,18,156.9,504.8,Spool 3
7666.8,01:35:51:340,-,-,0.0,0.0,-
7683.6,01:35:51:357,Visual Intake,1306,93.7,523.8,Spool 3
7700.4,01:35:51:373,Visual Intake,1306,93.7,523.8,Spool 3
7716.4,01:35:51:389,Visual Intake,1306,93.7,523.8,Spool 3
7733.7,01:35:51:407,Visual Intake,1306,93.7,523.8,Spool 3
7749.7,01:35:51:423,Visual Intake,1306,93.7,523.8,Spool 3
7766.6,01:35:51:440,Visual Intake,1306,93.7,523.8,Spool 3
7783.4,01:35:51:456,Visual Intake,1306,93.7,523.8,Spool 3
7799.3,01:35:51:472,Visual Intake,1306,93.7,523.8,Spool 3
7816.3,01:35:51:489,Visual Intake,1306,93.7,523.8,Spool 3
7832.7,01:35:51:506,Visual Intake,1306,93.7,523.8,Spool 3
7849.3,01:35:51:522,Visual Intake,1306,93.7,523.8,Spool 3
7866,01:35:51:539,Saccade,19,93.7,523.8,Spool 3
7882.5,01:35:51:555,-,-,0.0,0.0,-
7899.6,01:35:51:573,-,-,0.0,0.0,-
7915.6,01:35:51:589,-,-,0.0,0.0,-
7932.7,01:35:51:606,Visual Intake,1307,41.7,175.4,Spool 3
7949.2,01:35:51:622,Visual Intake,1307,41.7,175.4,Spool 3
7965.5,01:35:51:638,Visual Intake,1307,41.7,175.4,Spool 3
7982.2,01:35:51:655,Visual Intake,1307,41.7,175.4,Spool 3
7999.1,01:35:51:672,Visual Intake,1307,41.7,175.4,Spool 3
8015.1,01:35:51:688,Visual Intake,1307,41.7,175.4,Spool 3
8032.3,01:35:51:705,Visual Intake,1307,41.7,175.4,Spool 3
8048.4,01:35:51:721,Visual Intake,1307,41.7,175.4,Spool 3
8065.1,01:35:51:738,Visual Intake,1307,41.7,175.4,Spool 3
8081.8,01:35:51:755,Visual Intake,1307,41.7,175.4,Spool 3
8098.4,01:35:51:771,Visual Intake,1307,41.7,175.4,Spool 3
8114.8,01:35:51:788,Visual Intake,1307,41.7,175.4,Spool 3
8131.5,01:35:51:804,Visual Intake,1307,41.7,175.4,Spool 3
8147.8,01:35:51:821,Saccade,20,41.7,175.4,Spool 3
8164.5,01:35:51:837,-,-,0.0,0.0,-
8181,01:35:51:854,-,-,0.0,0.0,-
8197.6,01:35:51:871,Visual Intake,1308,30.1,125.8,Spool 3
8214.1,01:35:51:887,Visual Intake,1308,30.1,125.8,Spool 3
8230.8,01:35:51:904,Visual Intake,1308,30.1,125.8,Spool 3
8247.4,01:35:51:920,Visual Intake,1308,30.1,125.8,Spool 3
8264,01:35:51:937,Visual Intake,1308,30.1,125.8,Spool 3
8280.6,01:35:51:954,Visual Intake,1308,30.1,125.8,Spool 3
8297.1,01:35:51:970,Visual Intake,1308,30.1,125.8,Spool 3
8313.8,01:35:51:987,Visual Intake,1308,30.1,125.8,Spool 3
8330.4,01:35:52:003,Visual Intake,1308,30.1,125.8,Spool 3
8346.9,01:35:52:020,Visual Intake,1308,30.1,125.8,Spool 3
8363.6,01:35:52:037,Visual Intake,1308,30.1,125.8,Spool 3
8380.1,01:35:52:053,Visual Intake,1308,30.1,125.8,Spool 3
8396.8,01:35:52:070,Visual Intake,1308,30.1,125.8,Spool 3
8413.3,01:35:52:086,Visual Intake,1308,30.1,125.8,Spool 3
8429.9,01:35:52:103,Visual Intake,1308,30.1,125.8,Spool 3
8446.6,01:35:52:120,Visual Intake,1308,30.1,125.8,Spool 3
8463.1,01:35:52:136,Visual Intake,1308,30.1,125.8,Spool 3
8479.8,01:35:52:153,Visual Intake,1308,30.1,125.8,Spool 3
8496.4,01:35:52:169,Visual Intake,1308,30.1,125.8,Spool 3
8512.9,01:35:52:186,Visual Intake,1308,30.1,125.8,Spool 3
8529.7,01:35:52:203,Saccade,21,30.1,125.8,Spool 3
8546.1,01:35:52:219,-,-,0.0,0.0,-
8563.1,01:35:52:236,-,-,0.0,0.0,-
8579.9,01:35:52:253,-,-,0.0,0.0,-
8596.1,01:35:52:269,-,-,0.0,0.0,-
8613.2,01:35:52:286,Visual Intake,1309,43.7,475.1,Spool 3
8629.3,01:35:52:302,Visual Intake,1309,43.7,475.1,Spool 3
8645.8,01:35:52:319,Visual Intake,1309,43.7,475.1,Spool 3
8662.7,01:35:52:336,Visual Intake,1309,43.7,475.1,Spool 3
8679.2,01:35:52:352,Visual Intake,1309,43.7,475.1,Spool 3
8695.7,01:35:52:369,Visual Intake,1309,43.7,475.1,Spool 3
8712.2,01:35:52:385,Visual Intake,1309,43.7,475.1,Spool 3
8728.9,01:35:52:402,Visual Intake,1309,43.7,475.1,Spool 3
8745.5,01:35:52:419,Visual Intake,1309,43.7,475.1,Spool 3
8762,01:35:52:435,Visual Intake,1309,43.7,475.1,Spool 3
8779,01:35:52:452,Visual Intake,1309,43.7,475.1,Spool 3
8795.2,01:35:52:468,Visual Intake,1309,43.7,475.1,Spool 3
8812.2,01:35:52:485,Visual Intake,1309,43.7,475.1,Spool 3
8829,01:35:52:502,Visual Intake,1309,43.7,475.1,Spool 3
8845,01:35:52:518,Saccade,22,43.7,475.1,Spool 3
8861.7,01:35:52:535,-,-,0.0,0.0,-
8878.1,01:35:52:551,-,-,0.0,0.0,-
8895.1,01:35:52:568,-,-,0.0,0.0,-
8911.7,01:35:52:585,Visual Intake,1310,40.2,140.9,Spool 3
8927.8,01:35:52:601,Visual Intake,1310,40.2,140.9,Spool 3
8944.7,01:35:52:618,Visual Intake,1310,40.2,140.9,Spool 3
8960.9,01:35:52:634,Visual Intake,1310,40.2,140.9,Spool 3
8977.8,01:35:52:651,Visual Intake,1310,40.2,140.9,Spool 3
8994.4,01:35:52:667,Visual Intake,1310,40.2,140.9,Spool 3
9010.8,01:35:52:684,Visual Intake,1310,40.2,140.9,Spool 3
9027.6,01:35:52:701,Visual Intake,1310,40.2,140.9,Spool 3
9044.3,01:35:52:717,Visual Intake,1310,40.2,140.9,Spool 3
9060.7,01:35:52:734,Visual Intake,1310,40.2,140.9,Spool 3
9077.9,01:35:52:751,Visual Intake,1310,40.2,140.9,Spool 3
9093.8,01:35:52:767,Visual Intake,1310,40.2,140.9,Spool 3
9111,01:35:52:784,Visual Intake,1310,40.2,140.9,Spool 3
9127.1,01:35:52:800,Visual Intake,1310,40.2,140.9,Spool 3
9144.2,01:35:52:817,Visual Intake,1310,40.2,140.9,Spool 3
9160.8,01:35:52:834,Visual Intake,1310,40.2,140.9,Spool 3
9176.8,01:35:52:850,Visual Intake,1310,40.2,140.9,Spool 3
9193.6,01:35:52:867,Visual Intake,1310,40.2,140.9,Spool 3
9210.2,01:35:52:883,Visual Intake,1310,40.2,140.9,Spool 3
9227.1,01:35:52:900,Visual Intake,1310,40.2,140.9,Spool 3
9243.6,01:35:52:917,Visual Intake,1310,40.2,140.9,Spool 3
9259.7,01:35:52:933,Visual Intake,1310,40.2,140.9,Spool 3
9276.5,01:35:52:950,Visual Intake,1310,40.2,140.9,Spool 3
9293.1,01:35:52:966,Visual Intake,1310,40.2,140.9,Spool 3
9310.2,01:35:52:983,Visual Intake,1310,40.2,140.9,Spool 3
9326.2,01:35:52:999,Visual Intake,1310,40.2,140.9,Spool 3
9342.7,01:35:53:016,Visual Intake,1310,40.2,140.9,Spool 3
9360,01:35:53:033,Visual Intake,1310,40.2,140.9,Spool 3
9376,01:35:53:049,Visual Intake,1310,40.2,140.9,Spool 3
9393.1,01:35:53:066,Visual Intake,1310,40.2,140.9,Spool 3
9409.4,01:35:53:082,Saccade,23,40.2,140.9,Spool 3
9425.7,01:35:53:099,-,-,0.0,0.0,-
9442.9,01:35:53:116,-,-,0.0,0.0,-
9458.9,01:35:53:132,-,-,0.0,0.0,-
9475.9,01:35:53:149,Visual Intake,1311,23.9,433.9,Spool 3
9492.7,01:35:53:166,Visual Intake,1311,23.9,433.9,Spool 3
9508.8,01:35:53:182,Visual Intake,1311,23.9,433.9,Spool 3
9525.6,01:35:53:199,Visual Intake,1311,23.9,433.9,Spool 3
9541.7,01:35:53:215,Visual Intake,1311,23.9,433.9,Spool 3
9558.6,01:35:53:232,Visual Intake,1311,23.9,433.9,Spool 3
9575.2,01:35:53:248,Visual Intake,1311,23.9,433.9,Spool 3
9591.7,01:35:53:265,Visual Intake,1311,23.9,433.9,Spool 3
9608.6,01:35:53:282,Visual Intake,1311,23.9,433.9,Spool 3
9625,01:35:53:298,Visual Intake,1311,23.9,433.9,Spool 3
9641.6,01:35:53:315,Visual Intake,1311,23.9,433.9,Spool 3
9658.6,01:35:53:332,Visual Intake,1311,23.9,433.9,Spool 3
9674.7,01:35:53:348,Saccade,24,23.9,433.9,Spool 3
9691.9,01:35:53:365,-,-,0.0,0.0,-
9707.8,01:35:53:381,Visual Intake,1312,3.2,408.8,White Space
9724.8,01:35:53:398,Visual Intake,1312,3.2,408.8,White Space
9741.2,01:35:53:414,Visual Intake,1312,3.2,408.8,White Space
9757.6,01:35:53:431,Visual Intake,1312,3.2,408.8,White Space
9774.9,01:35:53:448,Visual Intake,1312,3.2,408.8,White Space
9790.8,01:35:53:464,Visual Intake,1312,3.2,408.8,White Space
9807.6,01:35:53:481,Visual Intake,1312,3.2,408.8,White Space
9824.6,01:35:53:498,Visual Intake,1312,3.2,408.8,White Space
9840.6,01:35:53:514,Visual Intake,1312,3.2,408.8,White Space
9857.5,01:35:53:531,Visual Intake,1312,3.2,408.8,White Space
9873.8,01:35:53:547,Visual Intake,1312,3.2,408.8,White Space
9891,01:35:53:564,Visual Intake,1312,3.2,408.8,White Space
9907.3,01:35:53:580,Visual Intake,1312,3.2,408.8,White Space
9923.6,01:35:53:597,Visual Intake,1312,3.2,408.8,White Space
9940.5,01:35:53:613,Saccade,25,3.2,408.8,White Space
9957.2,01:35:53:630,-,-,0.0,0.0,-
9973.2,01:35:53:646,-,-,0.0,0.0,-
9990.5,01:35:53:663,-,-,0.0,0.0,-
10006.5,01:35:53:679,-,-,0.0,0.0,-
10023.8,01:35:53:697,-,-,0.0,0.0,-
10040.2,01:35:53:713,Visual Intake,1313,10.6,412.9,Spool 3
10056.4,01:35:53:729,Visual Intake,1313,10.6,412.9,Spool 3
10073.4,01:35:53:746,Visual Intake,1313,10.6,412.9,Spool 3
10089.6,01:35:53:763,Visual Intake,1313,10.6,412.9,Spool 3
10106.2,01:35:53:779,Visual Intake,1313,10.6,412.9,Spool 3
10123.1,01:35:53:796,Visual Intake,1313,10.6,412.9,Spool 3
10139.5,01:35:53:812,Visual Intake,1313,10.6,412.9,Spool 3
10156.1,01:35:53:829,Visual Intake,1313,10.6,412.9,Spool 3
10172.5,01:35:53:845,Visual Intake,1313,10.6,412.9,Spool 3
10189.2,01:35:53:862,Visual Intake,1313,10.6,412.9,Spool 3
10206.3,01:35:53:879,Visual Intake,1313,10.6,412.9,Spool 3
10222.3,01:35:53:895,Visual Intake,1313,10.6,412.9,Spool 3
10239.4,01:35:53:912,Visual Intake,1313,10.6,412.9,Spool 3
10255.4,01:35:53:928,Visual Intake,1313,10.6,412.9,Spool 3
10272.1,01:35:53:945,Visual Intake,1313,10.6,412.9,Spool 3
10289,01:35:53:962,Visual Intake,1313,10.6,412.9,Spool 3
10305.3,01:35:53:978,Visual Intake,1313,10.6,412.9,Spool 3
10322.5,01:35:53:996,Visual Intake,1313,10.6,412.9,Spool 3
10338.5,01:35:54:011,Visual Intake,1313,10.6,412.9,Spool 3
10355.7,01:35:54:029,Visual Intake,1313,10.6,412.9,Spool 3
10372.1,01:35:54:045,Visual Intake,1313,10.6,412.9,Spool 3
10388.4,01:35:54:061,Visual Intake,1313,10.6,412.9,Spool 3
10405.4,01:35:54:078,Visual Intake,1313,10.6,412.9,Spool 3
10421.7,01:35:54:095,Visual Intake,1313,10.6,412.9,Spool 3
10438.1,01:35:54:111,Visual Intake,1313,10.6,412.9,Spool 3
10455,01:35:54:128,Visual Intake,1313,10.6,412.9,Spool 3
10471.3,01:35:54:144,Visual Intake,1313,10.6,412.9,Spool 3
10488,01:35:54:161,Visual Intake,1313,10.6,412.9,Spool 3
10504.5,01:35:54:177,Visual Intake,1313,10.6,412.9,Spool 3
10521.4,01:35:54:194,Saccade,26,10.6,412.9,Spool 3
10538.2,01:35:54:211,-,-,0.0,0.0,-
10554.2,01:35:54:227,-,-,0.0,0.0,-
10571.4,01:35:54:244,-,-,0.0,0.0,-
10587.4,01:35:54:260,-,-,0.0,0.0,-
10604.5,01:35:54:278,-,-,0.0,0.0,-
10621,01:35:54:294,-,-,0.0,0.0,-
10637.4,01:35:54:310,-,-,0.0,0.0,-
10654.2,01:35:54:327,Visual Intake,1314,7.6,422.7,Spool 3
10670.4,01:35:54:343,Visual Intake,1314,7.6,422.7,Spool 3
10687.5,01:35:54:361,Visual Intake,1314,7.6,422.7,Spool 3
10704.2,01:35:54:377,Visual Intake,1314,7.6,422.7,Spool 3
10720.3,01:35:54:393,Visual Intake,1314,7.6,422.7,Spool 3
10737.2,01:35:54:410,Visual Intake,1314,7.6,422.7,Spool 3
10753.4,01:35:54:426,Visual Intake,1314,7.6,422.7,Spool 3
10770.3,01:35:54:443,Visual Intake,1314,7.6,422.7,Spool 3
10787.4,01:35:54:460,Visual Intake,1314,7.6,422.7,Spool 3
10803.2,01:35:54:476,Visual Intake,1314,7.6,422.7,Spool 3
10819.8,01:35:54:493,Visual Intake,1314,7.6,422.7,Spool 3
10836.4,01:35:54:509,Visual Intake,1314,7.6,422.7,Spool 3
10853.5,01:35:54:526,Visual Intake,1314,7.6,422.7,Spool 3
10869.7,01:35:54:543,Visual Intake,1314,7.6,422.7,Spool 3
10886.2,01:35:54:559,Saccade,27,7.6,422.7,Spool 3
10903,01:35:54:576,-,-,0.0,0.0,-
10919.3,01:35:54:592,-,-,0.0,0.0,-
10936.4,01:35:54:609,Visual Intake,1315,31.3,350.4,Spool 3
10953.1,01:35:54:626,Visual Intake,1315,31.3,350.4,Spool 3
10969.1,01:35:54:642,Visual Intake,1315,31.3,350.4,Spool 3
10986.1,01:35:54:659,Visual Intake,1315,31.3,350.4,Spool 3
11002.3,01:35:54:675,Visual Intake,1315,31.3,350.4,Spool 3
11019.3,01:35:54:692,Visual Intake,1315,31.3,350.4,Spool 3
11036,01:35:54:709,Visual Intake,1315,31.3,350.4,Spool 3
11052,01:35:54:725,Visual Intake,1315,31.3,350.4,Spool 3
11068.9,01:35:54:742,Visual Intake,1315,31.3,350.4,Spool 3
11085.3,01:35:54:758,Visual Intake,1315,31.3,350.4,Spool 3
11102.4,01:35:54:775,Visual Intake,1315,31.3,350.4,Spool 3
11118.9,01:35:54:792,Visual Intake,1315,31.3,350.4,Spool 3
11135,01:35:54:808,Visual Intake,1315,31.3,350.4,Spool 3
11151.8,01:35:54:825,Visual Intake,1315,31.3,350.4,Spool 3
11168.2,01:35:54:841,Saccade,28,31.3,350.4,Spool 3
11185.4,01:35:54:858,-,-,0.0,0.0,-
11201.6,01:35:54:875,-,-,0.0,0.0,-
11218,01:35:54:891,Visual Intake,1316,115.2,445.2,Spool 3
11235,01:35:54:908,Visual Intake,1316,115.2,445.2,Spool 3
11251.2,01:35:54:924,Visual Intake,1316,115.2,445.2,Spool 3
11268.1,01:35:54:941,Visual Intake,1316,115.2,445.2,Spool 3
11284.7,01:35:54:958,Visual Intake,1316,115.2,445.2,Spool 3
11300.9,01:35:54:974,Visual Intake,1316,115.2,445.2,Spool 3
11317.9,01:35:54:991,Visual Intake,1316,115.2,445.2,Spool 3
11334.2,01:35:55:007,Visual Intake,1316,115.2,445.2,Spool 3
11351.2,01:35:55:024,Visual Intake,1316,115.2,445.2,Spool 3
11367.8,01:35:55:041,Visual Intake,1316,115.2,445.2,Spool 3
11384,01:35:55:057,Visual Intake,1316,115.2,445.2,Spool 3
11400.7,01:35:55:074,Visual Intake,1316,115.2,445.2,Spool 3
11417.2,01:35:55:090,Visual Intake,1316,115.2,445.2,Spool 3
11433.9,01:35:55:107,Visual Intake,1316,115.2,445.2,Spool 3
11451,01:35:55:124,Saccade,29,115.2,445.2,Spool 3
11466.9,01:35:55:140,-,-,0.0,0.0,-
11484.2,01:35:55:157,Visual Intake,1317,84.2,458.1,Spool 3
11500.3,01:35:55:173,Visual Intake,1317,84.2,458.1,Spool 3
11517.3,01:35:55:190,Visual Intake,1317,84.2,458.1,Spool 3
11533.5,01:35:55:207,Visual Intake,1317,84.2,458.1,Spool 3
11550,01:35:55:223,Visual Intake,1317,84.2,458.1,Spool 3
11566.7,01:35:55:240,Visual Intake,1317,84.2,458.1,Spool 3
11583.1,01:35:55:256,Saccade,30,84.2,458.1,Spool 3
11599.8,01:35:55:273,-,-,0.0,0.0,-
11616.7,01:35:55:290,-,-,0.0,0.0,-
11632.9,01:35:55:306,-,-,0.0,0.0,-
11650,01:35:55:323,-,-,0.0,0.0,-
11666.1,01:35:55:339,-,-,0.0,0.0,-
11683.3,01:35:55:356,-,-,0.0,0.0,-
11699.8,01:35:55:373,-,-,0.0,0.0,-
11715.8,01:35:55:389,Visual Intake,1318,187.0,439.1,Spool 3
11733.1,01:35:55:406,Visual Intake,1318,187.0,439.1,Spool 3
11749.3,01:35:55:422,Visual Intake,1318,187.0,439.1,Spool 3
11766.3,01:35:55:439,Visual Intake,1318,187.0,439.1,Spool 3
11782.8,01:35:55:456,Visual Intake,1318,187.0,439.1,Spool 3
11799,01:35:55:472,Saccade,31,187.0,439.1,Spool 3
11815.9,01:35:55:489,-,-,0.0,0.0,-
11832.1,01:35:55:505,-,-,0.0,0.0,-
11848.9,01:35:55:522,Visual Intake,1319,399.3,249.2,Spool 3
11865.6,01:35:55:539,Visual Intake,1319,399.3,249.2,Spool 3
11881.8,01:35:55:555,Visual Intake,1319,399.3,249.2,Spool 3
11899.1,01:35:55:572,Visual Intake,1319,399.3,249.2,Spool 3
11915.1,01:35:55:588,Visual Intake,1319,399.3,249.2,Spool 3
11932.2,01:35:55:605,Visual Intake,1319,399.3,249.2,Spool 3
11948.5,01:35:55:622,Visual Intake,1319,399.3,249.2,Spool 3
11964.8,01:35:55:638,Visual Intake,1319,399.3,249.2,Spool 3
11981.6,01:35:55:655,Visual Intake,1319,399.3,249.2,Spool 3
11998.5,01:35:55:672,Visual Intake,1319,399.3,249.2,Spool 3
12014.8,01:35:55:688,Saccade,32,399.3,249.2,Spool 3
12031.5,01:35:55:705,-,-,0.0,0.0,-
12047.8,01:35:55:721,-,-,0.0,0.0,-
12064.8,01:35:55:738,Visual Intake,1320,542.9,195.6,Spool 3
12081.5,01:35:55:755,Visual Intake,1320,542.9,195.6,Spool 3
12097.6,01:35:55:771,Visual Intake,1320,542.9,195.6,Spool 3
12114.4,01:35:55:787,Visual Intake,1320,542.9,195.6,Spool 3
12130.7,01:35:55:804,Visual Intake,1320,542.9,195.6,Spool 3
12147.8,01:35:55:821,Visual Intake,1320,542.9,195.6,Spool 3
12164.4,01:35:55:837,Visual Intake,1320,542.9,195.6,Spool 3
12180.7,01:35:55:854,Visual Intake,1320,542.9,195.6,Spool 3
12197.4,01:35:55:870,Visual Intake,1320,542.9,195.6,Spool 3
12213.7,01:35:55:887,Visual Intake,1320,542.9,195.6,Spool 3
12230.9,01:35:55:904,Visual Intake,1320,542.9,195.6,Spool 3
12247.5,01:35:55:921,Visual Intake,1320,542.9,195.6,Spool 3
12263.5,01:35:55:937,Visual Intake,1320,542.9,195.6,Spool 3
12280.7,01:35:55:954,Visual Intake,1320,542.9,195.6,Spool 3
12296.7,01:35:55:970,Visual Intake,1320,542.9,195.6,Spool 3
12313.5,01:35:55:987,Visual Intake,1320,542.9,195.6,Spool 3
12330.2,01:35:56:003,Saccade,33,542.9,195.6,Spool 3
12346.5,01:35:56:019,-,-,0.0,0.0,-
12363.6,01:35:56:037,-,-,0.0,0.0,-
12379.9,01:35:56:053,-,-,0.0,0.0,-
12396.9,01:35:56:070,-,-,0.0,0.0,-
12413.4,01:35:56:086,Visual Intake,1321,291.5,274.3,Spool 3
12429.6,01:35:56:103,Visual Intake,1321,291.5,274.3,Spool 3
12446.7,01:35:56:120,Visual Intake,1321,291.5,274.3,Spool 3
12462.8,01:35:56:136,Visual Intake,1321,291.5,274.3,Spool 3
12479.9,01:35:56:153,Visual Intake,1321,291.5,274.3,Spool 3
12496,01:35:56:169,Visual Intake,1321,291.5,274.3,Spool 3
12512.6,01:35:56:186,Visual Intake,1321,291.5,274.3,Spool 3
12529.5,01:35:56:202,Visual Intake,1321,291.5,274.3,Spool 3
12545.6,01:35:56:219,Visual Intake,1321,291.5,274.3,Spool 3
12562.7,01:35:56:236,Saccade,34,291.5,274.3,Spool 3
12579.4,01:35:56:252,-,-,0.0,0.0,-
12595.7,01:35:56:269,-,-,0.0,0.0,-
12612.6,01:35:56:286,Visual Intake,1322,326.1,287.7,Spool 3
12628.6,01:35:56:302,Visual Intake,1322,326.1,287.7,Spool 3
12645.4,01:35:56:318,Visual Intake,1322,326.1,287.7,Spool 3
12662.4,01:35:56:335,Visual Intake,1322,326.1,287.7,Spool 3
12678.5,01:35:56:351,Visual Intake,1322,326.1,287.7,Spool 3
12695.4,01:35:56:368,Visual Intake,1322,326.1,287.7,Spool 3
12711.7,01:35:56:385,Visual Intake,1322,326.1,287.7,Spool 3
12728.5,01:35:56:401,Visual Intake,1322,326.1,287.7,Spool 3
12745.1,01:35:56:418,Visual Intake,1322,326.1,287.7,Spool 3
12761.5,01:35:56:434,Visual Intake,1322,326.1,287.7,Spool 3
12778.5,01:35:56:452,-,-,326.1,287.7,Spool 3
12794.7,01:35:56:468,-,-,0.0,0.0,-
12811.4,01:35:56:484,-,-,0.0,0.0,-
12828.4,01:35:56:501,-,-,0.0,0.0,White Space
12844.3,01:35:56:517,-,-,0.0,0.0,White Space
12861.3,01:35:56:534,-,-,0.0,0.0,White Space
12877.8,01:35:56:551,-,-,0.0,0.0,White Space
12877.8,01:35:56:551,-,-,0.0,0.0,-
12893.9,01:35:56:567,-,-,0.0,0.0,-
12910.9,01:35:56:584,-,-,0.0,0.0,-
12927.4,01:35:56:600,Visual Intake,1336,225.5,151.2,Spool 3
12943.8,01:35:56:617,Visual Intake,1336,225.5,151.2,Spool 3
12960.3,01:35:56:633,Visual Intake,1336,225.5,151.2,Spool 3
12977.2,01:35:56:650,Visual Intake,1336,225.5,151.2,Spool 3
12993.7,01:35:56:667,Visual Intake,1336,225.5,151.2,Spool 3
13010.1,01:35:56:683,Visual Intake,1336,225.5,151.2,Spool 3
13026.7,01:35:56:700,Visual Intake,1336,225.5,151.2,Spool 3
13043.8,01:35:56:717,Visual Intake,1336,225.5,151.2,Spool 3
13060.6,01:35:56:734,Visual Intake,1336,225.5,151.2,Spool 3
13076.5,01:35:56:750,Visual Intake,1336,225.5,151.2,Spool 3
13093.5,01:35:56:767,Visual Intake,1336,225.5,151.2,Spool 3
13109.8,01:35:56:783,Visual Intake,1336,225.5,151.2,Spool 3
13126.7,01:35:56:800,Visual Intake,1336,225.5,151.2,Spool 3
13143.5,01:35:56:816,Visual Intake,1336,225.5,151.2,Spool 3
13159.5,01:35:56:832,Saccade,35,225.5,151.2,Spool 3
13176.6,01:35:56:850,-,-,0.0,0.0,-
13192.7,01:35:56:866,-,-,0.0,0.0,-
13209.8,01:35:56:883,Visual Intake,1337,133.4,188.5,Spool 3
13226.4,01:35:56:899,Visual Intake,1337,133.4,188.5,Spool 3
13242.7,01:35:56:916,Visual Intake,1337,133.4,188.5,Spool 3
13259.5,01:35:56:932,Visual Intake,1337,133.4,188.5,Spool 3
13275.6,01:35:56:949,Visual Intake,1337,133.4,188.5,Spool 3
13292.7,01:35:56:966,Visual Intake,1337,133.4,188.5,Spool 3
13309.4,01:35:56:982,Visual Intake,1337,133.4,188.5,Spool 3
13325.6,01:35:56:999,Visual Intake,1337,133.4,188.5,Spool 3
13342.4,01:35:57:015,Visual Intake,1337,133.4,188.5,Spool 3
13358.7,01:35:57:032,Visual Intake,1337,133.4,188.5,Spool 3
13375.7,01:35:57:049,Visual Intake,1337,133.4,188.5,Spool 3
